code|name|parentCode
R94.2|Отклонения от нормы, выявленные при проведении функциональных исследований легких|R94
R94.3|Отклонения от нормы, выявленные при проведении функциональных исследований сердечно-сосудистой системы|R94
R94.4|Отклонения от нормы, выявленные при исследовании функций почек|R94
R94.5|Отклонения от нормы, выявленные при исследовании функции печени|R94
R94.6|Отклонения от нормы, выявленные при исследовании функции щитовидной железы|R94
R94.7|Отклонения от нормы, выявленные при исследовании функции других эндокринных желез|R94
R94.8|Отклонения от нормы, выявленные при функциональных исследованиях других органов и систем|R94
R95|Внезапная смерть грудного ребенка|R95-R99
R95-R99|Неточно обозначенные и неизвестные причины смерти r95-r99|R00-R99
R96|Другие виды внезапной смерти по неизвестной причине|R95-R99
R96.0|Мгновенная смерть|R96
R96.1|Смерть, наступившая менее чем через 24 ч с момента появления симптомов, не имеющая другого объяснения|R96
R98|Смерть без свидетелей|R95-R99
R99|Другие неточно обозначенные и неуточненные причины смерти|R95-R99
S00|Поверхностная травма головы|S00-S09
S00-S09|Травмы головы|S00-T98
S00-T98|Травмы, отравления и некоторые другие последствия воздействия внешних причин|NULL
S00.0|Поверхностная травма волосистой части головы|S00
S00.1|Ушиб века и окологлазничной области|S00
S00.2|Другие поверхностные травмы века и окологлазничной области|S00
S00.3|Поверхностная травма носа|S00
S00.4|Поверхностная травма уха|S00
S00.5|Поверхностная травма губы и полости рта|S00
S00.7|Множественные поверхностные травмы головы|S00
S00.8|Поверхностная травма других частей головы|S00
S00.9|Поверхностная травма головы неуточненной локализации|S00
S01|Открытая рана головы|S00-S09
S01.0|Открытая рана волосистой части головы|S01
S01.1|Открытая рана века и окологлазничной области|S01
S01.2|Открытая рана носа|S01
S01.3|Открытая рана уха|S01
S01.4|Открытая рана щеки и височно-нижнечелюстной области|S01
S01.5|Открытая рана губы и полости рта|S01
S01.7|Множественные открытые раны головы|S01
S01.8|Открытая рана других областей головы|S01
S01.9|Открытая рана головы неуточненной локализации|S01
S02|Перелом черепа и лицевых костей|S00-S09
S02.0|Перелом свода черепа|S02
S02.1|Перелом основания черепа|S02
S02.2|Перелом костей носа|S02
S02.3|Перелом дна глазницы|S02
S02.4|Перелом скуловой кости и верхней челюсти|S02
S02.5|Перелом зуба|S02
S02.6|Перелом нижней челюсти|S02
S02.7|Множественные переломы черепа и лицевых костей|S02
S02.8|Переломы других лицевых костей и костей черепа|S02
S02.9|Перелом неуточненной части костей черепа и лицевых костей|S02
S03|Вывих, растяжение и перенапряжение суставов и связок головы|S00-S09
S03.0|Вывих челюсти|S03
S03.1|Вывих хрящевой перегородки носа|S03
S03.2|Вывих зуба|S03
S03.3|Вывих других и неуточненных областей головы|S03
S03.4|Растяжение и перенапряжение сустава (связок) челюсти|S03
S03.5|Растяжение и перенапряжение суставов и связок других и неуточненных отделов головы|S03
S04|Травма черепных нервов|S00-S09
S04.0|Травма зрительного нерва и зрительных проводящих путей|S04
S04.1|Травма глазодвигательного нерва|S04
S04.2|Травма блокового нерва|S04
S04.3|Травма тройничного нерва|S04
S04.4|Травма отводящего нерва|S04
S04.5|Травма лицевого нерва|S04
S04.6|Травма слухового нерва|S04
S04.7|Травма добавочного нерва|S04
S04.8|Травма других черепных нервов|S04
S04.9|Травма черепного нерва неуточненного|S04
S05|Травма глаза и глазницы|S00-S09
S05.0|Травма конъюнктивы и ссадина роговицы без упоминания об инородном теле|S05
S05.1|Ушиб глазного яблока и тканей глазницы|S05
S05.2|Рваная рана глаза с выпадением или потерей внутриглазной ткани|S05
S05.3|Рваная рана глаза без выпадения или потери внутриглазной ткани|S05
S05.4|Проникающая рана глазницы с наличием инородного тела или без него|S05
S05.5|Проникающая рана глазного яблока с инородным телом|S05
S05.6|Проникающая рана глазного яблока без инородного тела|S05
S05.7|Отрыв глазного яблока|S05
S05.8|Другие травмы глаза и орбиты|S05
S05.9|Травма неуточненной части глаза и орбиты|S05
S06|Внутричерепная травма|S00-S09
S06.0|Сотрясение головного мозга|S06
S06.1|Травматический отек головного мозга|S06
S06.2|Диффузная травма головного мозга|S06
S06.3|Очаговая травма головного мозга|S06
S06.4|Эпидуральное кровоизлияние|S06
S06.5|Травматическое субдуральное кровоизлияние|S06
S06.6|Травматическое субарахноидальное кровоизлияние|S06
S06.7|Внутричерепная травма с продолжительным коматозным состоянием|S06
S06.8|Другие внутричерепные травмы|S06
S06.9|Внутричерепная травма неуточненная|S06
S07|Размозжение головы|S00-S09
S07.0|Размозжение лица|S07
S07.1|Размозжение черепа|S07
S07.8|Размозжение других частей головы|S07
S07.9|Размозжение неуточненной части головы|S07
S08|Травматическая ампутация части головы|S00-S09
S08.0|Отрыв волосистой части головы|S08
S08.1|Травматическая ампутация уха|S08
S08.8|Травматическая ампутация других частей головы|S08
S08.9|Травматическая ампутация неуточненной части головы|S08
S09|Другие и неуточненные травмы головы|S00-S09
S09.0|Повреждение кровеносных сосудов головы, не классифицированное в других рубриках|S09
S09.1|Травма мышц и сухожилий головы|S09
S09.2|Травматический разрыв барабанной перепонки|S09
S09.7|Множественные травмы головы|S09
S09.8|Другие уточненные травмы головы|S09
S09.9|Травма головы неуточненная|S09
S10|Поверхностная травма шеи|S10-S19
S10-S19|Травмы шеи|S00-T98
S10.0|Ушиб горла|S10
S10.1|Другие и неуточненные поверхностные травмы горла|S10
S10.7|Множественные поверхностные травмы шеи|S10
S10.8|Поверхностная травма других частей шеи|S10
S10.9|Поверхностная травма неуточненной части шеи|S10
S11|Открытая рана шеи|S10-S19
S11.0|Открытая рана, затрагивающая гортань и трахею|S11
S11.1|Открытая рана, затрагивающая щитовидную железу|S11
S11.2|Открытая рана, затрагивающая глотку и шейную часть пищевода|S11
S11.7|Множественные открытые раны шеи|S11
S11.8|Открытая рана других частей шеи|S11
S11.9|Открытая рана неуточненной части шеи|S11
S12|Перелом шейного отдела позвоночника|S10-S19
S12.0|Перелом первого шейного позвонка|S12
S12.1|Перелом второго шейного позвонка|S12
S12.2|Перелом других уточненных шейных позвонков|S12
S12.7|Множественные переломы шейных позвонков|S12
S12.8|Перелом других частей шеи|S12
S12.9|Перелом шеи неуточненной локализации|S12
S13|Вывих, растяжение и перенапряжение капсульно-связочного аппарата на уровне шеи|S10-S19
S13.0|Травматический разрыв межпозвоночного диска на уровне шеи|S13
S13.1|Вывих шейного позвонка|S13
S13.2|Вывих другой и неуточненной части шеи|S13
S13.3|Множественные вывихи на уровне шеи|S13
S13.4|Растяжение и перенапряжение связочного аппарата шейного отдела позвоночника|S13
S13.5|Растяжение и перенапряжение связочного аппарата в области щитовидной железы|S13
S13.6|Растяжение и перенапряжение суставов и связок других и неуточненных частей шеи|S13
S14|Травма нервов и спинного мозга на уровне шеи|S10-S19
S14.0|Контузия и отек шейного отдела спинного мозга|S14
S14.1|Другие и неуточненные повреждения шейного отдела спинного мозга|S14
S14.2|Травма нервного корешка шейного отдела позвоночника|S14
S14.3|Травма плечевого сплетения|S14
S14.4|Травма периферических нервов шеи|S14
S14.5|Травма симпатических нервов шейного отдела|S14
S14.6|Травма других и неуточненных нервов шеи|S14
S15|Травма кровеносных сосудов на уровне шеи|S10-S19
S15.0|Травма сонной артерии|S15
S15.1|Травма позвоночной артерии|S15
S15.2|Травма наружной яремной вены|S15
S15.3|Травма внутренней яремной вены|S15
S15.7|Травма нескольких кровеносных сосудов на уровне шеи|S15
S15.8|Травма других кровеносных сосудов на уровне шеи|S15
S15.9|Травма неуточненного кровеносного сосуда на уровне шеи|S15
S16|Травма мышц и сухожилий на уровне шеи|S10-S19
S17|Размозжение шеи|S10-S19
S17.0|Размозжение гортани и трахеи|S17
S17.8|Размозжение других частей шеи|S17
S17.9|Размозжение неуточненной части шеи|S17
S18|Травматическая ампутация на уровне шеи|S10-S19
S19|Другие и неуточненные травмы шеи|S10-S19
S19.7|Множественные травмы шеи|S19
S19.8|Другие уточненные травмы шеи|S19
S19.9|Травма шеи неуточненная|S19
S20|Поверхностная травма грудной клетки|S20-S29
S20-S29|Травмы грудной клетки|S00-T98
S20.0|Ушиб молочной железы|S20
S20.1|Другие и неуточненные поверхностные травмы молочной железы|S20
S20.2|Ушиб грудной клетки|S20
S20.3|Другие поверхностные травмы передней стенки грудной клетки|S20
S20.4|Другие поверхностные травмы задней стенки грудной клетки|S20
S20.7|Множественные поверхностные травмы грудной клетки|S20
S20.8|Поверхностные травмы другой и неуточненной части грудной клетки|S20
S21|Открытая рана грудной клетки|S20-S29
S21.0|Открытая рана молочной железы|S21
S21.1|Открытая рана передней стенки грудной клетки|S21
S21.2|Открытая рана задней стенки грудной клетки|S21
S21.7|Множественные открытые раны стенки грудной клетки|S21
S21.8|Открытая рана других отделов грудной клетки|S21
S21.9|Открытая рана неуточненного отдела грудной клетки|S21
S22|Перелом ребра (ребер), грудины и грудного отдела позвоночника|S20-S29
S22.0|Перелом грудного позвонка|S22
S22.1|Множественные переломы грудного отдела позвоночника|S22
S22.2|Перелом грудины|S22
S22.3|Перелом ребра|S22
S22.4|Множественные переломы ребер|S22
S22.5|Западающая грудная клетка|S22
S22.8|Перелом других отделов костной грудной клетки|S22
S22.9|Перелом неуточненного отдела костной грудной клетки|S22
S23|Вывих, растяжение и перенапряжение капсульно-связочного аппарата грудной клетки|S20-S29
S23.0|Травматический разрыв межпозвоночного диска в грудном отделе|S23
S23.1|Вывих грудного позвонка|S23
S23.2|Вывих другого и неуточненного отдела грудной клетки|S23
S23.3|Растяжение и перенапряжение связочного аппарата грудного отдела позвоночника|S23
S23.4|Растяжение и перенапряжение связочного аппарата ребер и грудины|S23
S23.5|Растяжение и перенапряжение связочного аппарата другого и неуточненного отдела грудной клетки|S23
S24|Травма нервов и спинного мозга в грудном отделе|S20-S29
S24.0|Ушиб и отек грудного отдела спинного мозга|S24
S24.1|Другие и неуточненные травмы грудного отдела спинного мозга|S24
S24.2|Травма нервного корешка грудного отдела позвоночника|S24
S24.3|Травма периферических нервов грудной клетки|S24
S24.4|Травма симпатических нервов грудного отдела|S24
S24.5|Травма других нервов грудного отдела|S24
S24.6|Травма уточненного нерва грудного отдела|S24
S25|Травма кровеносных сосудов грудного отдела|S20-S29
S25.0|Травма грудного отдела аорты|S25
S25.1|Травма безымянной или подключичной артерии|S25
S25.2|Травма верхней полой вены|S25
S25.3|Травма безымянной или подключичной вены|S25
S25.4|Травма легочных кровеносных сосудов|S25
S25.5|Травма межреберных кровеносных сосудов|S25
S25.7|Травма нескольких кровеносных сосудов грудного отдела|S25
S25.8|Травма других кровеносных сосудов грудного отдела|S25
S25.9|Травма неуточненного кровеносного сосуда грудного отдела|S25
S26|Травма сердца|S20-S29
S26.0|Травма сердца с кровоизлиянием в сердечную сумку[гемоперикард]|S26
S26.8|Другие травмы сердца|S26
S26.9|Травма сердца неуточненная|S26
S27|Травма других и неуточненных органов грудной полости|S20-S29
S27.0|Травматический пневмоторакс|S27
S27.1|Травматический гемоторакс|S27
S27.2|Травматический гемопневмоторакс|S27
S27.3|Другие травмы легкого|S27
S27.4|Травма бронхов|S27
S27.5|Травма грудного отдела трахеи|S27
S27.6|Травма плевры|S27
S27.7|Множественные травмы органов грудной полости|S27
S27.8|Травма других уточненных органов грудной полости|S27
S27.9|Травма неуточненного органа грудной полости|S27
S28|Размозжение грудной клетки и травматическая ампутация части грудной клетки|S20-S29
S28.0|Раздавленная грудная клетка|S28
S28.1|Травматическая ампутация части грудной клетки|S28
S29|Другие и неуточненные травмы грудной клетки|S20-S29
S29.0|Травма мышцы и сухожилия на уровне грудной клетки|S29
S29.7|Множественные травмы грудной клетки|S29
S29.8|Другие уточненные травмы грудной клетки|S29
S29.9|Травма грудной клетки неуточненная|S29
S30|Поверхностная травма живота, нижней части спины и таза|S30-S39
S30-S39|Травмы живота, нижней части спины, поясничного отдела позвоночника и таза|S00-T98
S30.0|Ушиб нижней части спины и таза|S30
S30.1|Ушиб стенки живота|S30
S30.2|Ушиб наружных половых органов|S30
S30.7|Множественные поверхностные травмы живота, нижней части спины и таза|S30
S30.8|Другие поверхностные травмы живота, нижней части спины и таза|S30
S30.9|Поверхностная травма живота, нижней части спины и таза неуточненной локализации|S30
S31|Открытая рана живота, нижней части спины и таза|S30-S39
S31.0|Открытая рана нижней части спины и таза|S31
S31.1|Открытая рана брюшной стенки|S31
S31.2|Открытая рана полового члена|S31
S31.3|Открытая рана мошонки и яичек|S31
S31.4|Открытая рана влагалища и вульвы|S31
S31.5|Открытая рана других и неуточненных наружных половых органов|S31
S31.7|Множественные открытые раны живота, нижней части спины и таза|S31
S31.8|Открытая рана другой и неуточненной части живота|S31
S32|Перелом пояснично-крестцового отдела позвоночника и костей таза|S30-S39
S32.0|Перелом поясничного позвонка|S32
S32.1|Перелом крестца|S32
S32.2|Перелом копчика|S32
S32.3|Перелом подвздошной кости|S32
S32.4|Перелом вертлужной впадины|S32
S32.5|Перелом лобковой кости|S32
S32.7|Множественные переломы пояснично-крестцового отдела позвоночника и костей таза|S32
S32.8|Переломы других и неуточненных частей пояснично-крестцового отдела позвоночника и костей таза|S32
S33|Вывих, растяжение и перенапряжение капсульно-связочного аппарата поясничного отдела позвоночника и таза|S30-S39
S33.0|Травматический разрыв межпозвоночного диска в пояснично-крестцовом отделе|S33
S33.1|Вывих поясничного позвонка|S33
S33.2|Вывих крестцово-подвздошного сустава и крестцово-копчикового соединения|S33
S33.3|Вывих другой и неуточненной части пояснично-крестцового отдела позвоночника и таза|S33
S33.4|Травматический разрыв лобкового симфиза [лонного сочленения]|S33
S33.5|Растяжение и перенапряжение капсульно-связочного аппарата поясничного отдела позвоночника|S33
S33.6|Растяжение и перенапряжение капсульно-связочного аппарата крестцово-подвздошного сустава|S33
S33.7|Растяжение и перенапряжение капсульно-связочного аппарата другой и неуточненной части пояснично-крестцового отдела позвоночника и таза|S33
S34|Травма нервов и поясничного отдела спинного мозга на уровне живота, нижней части спины и таза|S30-S39
S34.0|Сотрясение и отек поясничного отдела спинного мозга|S34
S34.1|Другая травма поясничного отдела спинного мозга|S34
S34.2|Травма нервного корешка пояснично-крестцового отдела позвоночника|S34
S34.3|Травма конского хвоста|S34
S34.4|Травма пояснично-крестцового нервного сплетения|S34
S34.5|Травма поясничных, крестцовых и тазовых симпатических нервов|S34
S34.6|Травма периферического(их) нерва(ов) живота, нижней части спины и таза|S34
S34.8|Травма других и неуточненных нервов на уровне живота, нижней части спины и таза|S34
S35|Травма кровеносных сосудов на уровне живота, нижней части спины и таза|S30-S39
S35.0|Травма брюшной части аорты|S35
S35.1|Травма нижней полой вены|S35
S35.2|Травма чревной или брыжеечной артерии|S35
S35.3|Травма воротной или селезеночной вены|S35
S35.4|Травма кровеносных сосудов почки|S35
S35.5|Травма подвздошных кровеносных сосудов|S35
S35.7|Травма нескольких кровеносных сосудов на уровне живота, нижней части спины и таза|S35
S35.8|Травма других кровеносных сосудов на уровне живота, нижней части спины и таза|S35
S35.9|Травма неуточненного кровеносного сосуда на уровне живота, нижней части спины и таза|S35
S36|Травма органов брюшной полости|S30-S39
S36.0|Травма селезенки|S36
S36.1|Травма печени или желчного пузыря|S36
S36.2|Травма поджелудочной железы|S36
S36.3|Травма желудка|S36
S36.4|Травма тонкого кишечника|S36
S36.5|Травма ободочной кишки|S36
S36.6|Травма прямой кишки|S36
S36.7|Травма нескольких внутрибрюшных органов|S36
S36.8|Травма других внутрибрюшных органов|S36
S36.9|Травма неуточненного внутрибрюшного органа|S36
S37|Травма тазовых органов|S30-S39
S37.0|Травма почки|S37
S37.1|Травма мочеточника|S37
S37.2|Травма мочевого пузыря|S37
S37.3|Травма мочеиспускательного канала|S37
S37.4|Травма яичника|S37
S37.5|Травма маточной [фаллопиевой] трубы|S37
S37.6|Травма матки|S37
S37.7|Множественная травма тазовых органов|S37
S37.8|Травма других тазовых органов|S37
S37.9|Травма неуточненного тазового органа|S37
S38|Размозжение и травматическая ампутация части живота, нижней части спины и таза|S30-S39
S38.0|Размозжение наружных половых органов|S38
S38.1|Размозжение других и неуточненных частей живота, нижней части спины и таза|S38
S38.2|Травматическая ампутация наружных половых органов|S38
S38.3|Травматическая ампутация другой и неуточненной части живота, нижней части спины и таза|S38
S39|Другие и неуточненные травмы живота, нижней части спины и таза|S30-S39
S39.0|Травма мышцы и сухожилия живота, нижней части спины и таза|S39
S39.6|Сочетанная травма внутрибрюшного(ых) и тазового(ых) органа(органов)|S39
S39.7|Другие множественные травмы живота, нижней части спины и таза|S39
S39.8|Другие уточненные травмы живота, нижней части спины и таза|S39
S39.9|Травма живота, нижней части спины и таза неуточненная|S39
S40|Поверхностная травма плечевого пояса и плеча|S40-S49
S40-S49|Травмы плечевого пояса и плеча|S00-T98
S40.0|Ушиб плечевого пояса и плеча|S40
S40.7|Множественные поверхностные травмы плечевого пояса и плеча|S40
S40.8|Другие поверхностные травмы плечевого пояса и плеча|S40
S40.9|Поверхностная травма плечевого пояса и плеча неуточненная|S40
S41|Открытая рана плечевого пояса и плеча|S40-S49
S41.0|Открытая рана плечевого пояса|S41
S41.1|Открытая рана плеча|S41
S41.7|Множественные открытые раны плечевого пояса и плеча|S41
S41.8|Открытая рана другой и неуточненной части плечевого пояса|S41
S42|Перелом на уровне плечевого пояса и плеча|S40-S49
S42.0|Перелом ключицы|S42
S42.1|Перелом лопатки|S42
S42.2|Перелом верхнего конца плечевой кости|S42
S42.3|Перелом тела [диафиза] плечевой кости|S42
S42.4|Перелом нижнего конца плечевой кости|S42
S42.7|Множественные переломы ключицы, лопатки и плечевой кости|S42
S42.8|Перелом других частей плечевого пояса и плеча|S42
S42.9|Перелом неуточненной части плечевого пояса|S42
S43|Вывих, растяжение и перенапряжение капсульно-связочного аппарата плечевого пояса|S40-S49
S43.0|Вывих плечевого сустава|S43
S43.1|Вывих акромиально-ключичного сустава|S43
S43.2|Вывих грудино-ключичного сустава|S43
S43.3|Вывих другой и неуточненной части плечевого пояса|S43
S43.4|Растяжение и перенапряжение капсульно-связочного аппарата плечевого сустава|S43
S43.5|Растяжение и перенапряжение капсульно-связочного аппарата акромиально-ключичного сустава|S43
S43.6|Растяжение и перенапряжение капсульно-связочного аппарата грудиноключичного сустава|S43
S43.7|Растяжение и перенапряжение капсульно-связочного аппарата другой и неуточненной части плечевого пояса|S43
S44|Травма нервов на уровне плечевого пояса и плеча|S40-S49
S44.0|Травма локтевого нерва на уровне плеча|S44
S44.1|Травма срединного нерва на уровне плеча|S44
S44.2|Травма лучевого нерва на уровне плеча|S44
S44.3|Травма подмышечного нерва|S44
S44.4|Травма мышечно-кожного нерва|S44
S44.5|Травма кожного чувствительного нерва на уровне плечевого пояса и плеча|S44
S44.7|Травма нескольких нервов на уровне плечевого пояса и плеча|S44
S44.8|Травма других нервов на уровне плечевого пояса и плеча|S44
S44.9|Травма неуточненного нерва на уровне плечевого пояса и плеча|S44
S45|Травма кровеносных сосудов на уровне плечевого пояса и плеча|S40-S49
S45.0|Травма подмышечной артерии|S45
S45.1|Травма плечевой артерии|S45
S45.2|Травма подмышечной или плечевой вены|S45
S45.3|Травма поверхностных вен на уровне плечевого пояса и плеча|S45
S45.7|Травма нескольких кровеносных сосудов на уровне плечевого пояса и плеча|S45
S45.8|Травма других кровеносных сосудов на уровне плечевого пояса и плеча|S45
S45.9|Травма неуточненного кровеносного сосуда на уровне плечевого пояса и плеча|S45
S46|Травма мышцы и сухожилия на уровне плечевого пояса и плеча|S40-S49
S46.0|Травма сухожилия вращательной манжеты плеча|S46
S46.1|Травма мышцы и сухожилия длинной головки двуглавой мышцы|S46
S46.2|Травма мышцы и сухожилия других частей двуглавой мышцы|S46
S46.3|Травма мышцы и сухожилия трехглавой мышцы|S46
S46.7|Травма нескольких мышц и сухожилий на уровне плечевого пояса и плеча|S46
S46.8|Травма других мышц и сухожилий на уровне плечевого пояса и плеча|S46
S46.9|Травма неуточненных мышц и сухожилий на уровне плечевого пояса и плеча|S46
S47|Размозжение плечевого пояса и плеча|S40-S49
S48|Травматическая ампутация плечевого пояса и плеча|S40-S49
S48.0|Травматическая ампутация на уровне плечевого сустава|S48
S48.1|Травматическая ампутация на уровне между плечевым и локтевым суставами|S48
S48.9|Травматическая ампутация плечевого пояса и плеча на неуточненном уровне|S48
S49|Другие и неуточненные травмы плечевого пояса и плеча|S40-S49
S49.7|Множественные травмы плечевого пояса и плеча|S49
S49.8|Другие уточненные травмы плечевого пояса и плеча|S49
S49.9|Травма плечевого пояса и плеча неуточненная|S49
S50|Поверхностная травма предплечья|S50-S59
S50-S59|Травмы локтя и предплечья|S00-T98
S50.0|Ушиб локтя|S50
S50.1|Ушиб другой и неуточненной части предплечья|S50
S50.7|Множественные поверхностные травмы предплечья|S50
S50.8|Другие поверхностные травмы предплечья|S50
S50.9|Поверхностная травма предплечья неуточненная|S50
S51|Открытая рана предплечья|S50-S59
S51.0|Открытая рана локтя|S51
S51.7|Множественные открытые раны предплечья|S51
S51.8|Открытая рана других частей предплечья|S51
S51.9|Открытая рана неуточненной части предплечья|S51
S52|Перелом костей предплечья|S50-S59
S52.0|Перелом верхнего конца локтевой кости|S52
S52.1|Перелом верхнего конца лучевой кости|S52
S52.2|Перелом тела [диафиза] локтевой кости|S52
S52.3|Перелом тела [диафиза] лучевой кости|S52
S52.4|Сочетанный перелом диафизов локтевой и лучевой костей|S52
S52.5|Перелом нижнего конца лучевой кости|S52
S52.6|Сочетанный перелом нижних концов локтевой и лучевой костей|S52
S52.7|Множественные переломы костей предплечья|S52
S52.8|Перелом других частей костей предплечья|S52
S52.9|Перелом неуточненной части костей предплечья|S52
S53|Вывих, растяжение и перенапряжение капсульно-связочного аппарата локтевого сустава|S50-S59
S53.0|Вывих головки лучевой кости|S53
S53.1|Вывих в локтевом суставе неуточненный|S53
S53.2|Травматический разрыв лучевой коллатеральной связки|S53
S53.3|Травматический разрыв локтевой коллатеральной связки|S53
S53.4|Растяжение и перенапряжение капсульно-связочного|S53
S54|Травма нервов на уровне предплечья|S50-S59
S54.0|Травма локтевого нерва на уровне предплечья|S54
S54.1|Травма срединного нерва на уровне предплечья|S54
S54.2|Травма лучевого нерва на уровне предплечья|S54
S54.3|Травма кожного чувствительного нерва на уровне предплечья|S54
S54.7|Травма нескольких нервов на уровне предплечья|S54
S54.8|Травма других нервов на уровне предплечья|S54
S54.9|Травма неуточненного нерва на уровне предплечья|S54
S55|Травма кровеносных сосудов на уровне предплечья|S50-S59
S55.0|Травма локтевой артерии на уровне предплечья|S55
S55.1|Травма лучевой артерии на уровне предплечья|S55
S55.2|Травма вены на уровне предплечья|S55
S55.7|Травма нескольких кровеносных сосудов на уровне предплечья|S55
S55.8|Травма других кровеносных сосудов на уровне предплечья|S55
S55.9|Травма неуточненного кровеносного сосуда на уровне предплечья|S55
S56|Травма мышцы и сухожилия на уровне предплечья|S50-S59
S56.0|Травма сгибателя большого пальца и его сухожилия на уровне предплечья|S56
S56.1|Травма сгибателя другого(их) пальца(ев) и его сухожилия на уровне предплечья|S56
S56.2|Травма другого сгибателя и его сухожилия на уровне предплечья|S56
S56.3|Травма разгибателя или отводящей мышцы большого пальца и их сухожилий на уровне предплечья|S56
S56.4|Травма разгибателя другого(их) пальца(ев) и его сухожилия на уровне предплечья|S56
S56.5|Травма другого разгибателя и сухожилия на уровне предплечья|S56
S56.7|Травма нескольких мышц и сухожилий на уровне предплечья|S56
S56.8|Травма других и неуточненных мышц и сухожилий на уровне предплечья|S56
S57|Размозжение предплечья|S50-S59
S57.0|Размозжение локтевого сустава|S57
S57.8|Размозжение других частей предплечья|S57
S57.9|Размозжение неуточненной части предплечья|S57
S58|Травматическая ампутация предплечья|S50-S59
S58.0|Травматическая ампутация на уровне локтевого сустава|S58
S58.1|Травматическая ампутация на уровне между локтевым и лучезапястным суставами|S58
S58.9|Травматическая ампутация предплечья на неуточненном уровне|S58
S59|Другие и неуточненные травмы предплечья|S50-S59
S59.7|Множественные травмы предплечья|S59
S59.8|Другие уточненные травмы предплечья|S59
S59.9|Травма предплечья неуточненная|S59
S60|Поверхностная травма запястья и кисти|S60-S69
S60-S69|Травмы запястья и кисти|S00-T98
S60.0|Ушиб пальца(ев) кисти без повреждения ногтевой пластинки|S60
S60.1|Ушиб пальца(ев) кисти с повреждением ногтевой пластинки|S60
S60.2|Ушиб других частей запястья и кисти|S60
S60.7|Множественные поверхностные травмы запястья и кисти|S60
S60.8|Другие поверхностные травмы запястья и кисти|S60
S60.9|Поверхностная травма запястья и кисти неуточненная|S60
S61|Открытая рана запястья и кисти|S60-S69
S61.0|Открытая рана пальца(ев) кисти без повреждения ногтевой пластинки|S61
S61.1|Открытая рана пальца(ев) кисти с повреждением ногтевой пластинки|S61
S61.7|Множественные открытые раны запястья и кисти|S61
S61.8|Открытая рана других частей запястья и кисти|S61
S61.9|Открытая рана неуточненной части запястья и кисти|S61
S62|Перелом на уровне запястья и кисти|S60-S69
S62.0|Перелом ладьевидной кости кисти|S62
S62.1|Перелом другой(их) кости(ей) запястья|S62
S62.2|Перелом первой пястной кости|S62
S62.3|Перелом другой пястной кости|S62
S62.4|Множественные переломы пястных костей|S62
S62.5|Перелом большого пальца кисти|S62
S62.6|Перелом другого пальца кисти|S62
S62.7|Множественные переломы пальцев|S62
S62.8|Перелом другой и неуточненной части запястья и кисти|S62
S63|Вывих, растяжение и перенапряжение капсульно-связочного аппарата на уровне запястья и кисти|S60-S69
S63.0|Вывих запястья|S63
S63.1|Вывих пальца кисти|S63
S63.2|Множественные вывихи пальцев кисти|S63
S63.3|Травматический разрыв связки запястья и пясти|S63
S63.4|Травматический разрыв связки пальца на уровне пястно-фалангового и межфалангового сустава(ов)|S63
S63.5|Растяжение и перенапряжение капсульно-связочного аппарата на уровне запястья|S63
S63.6|Растяжение и перенапряжение капсульно-связочного аппарата на уровне пальца|S63
S63.7|Растяжение и перенапряжение капсульно-связочного аппарата другой и неуточненной части кисти|S63
